id_direccion,id_master,pais,direccion_completa,componente_via,componente_localidad,componente_region
ADR_SEFEPE_21052003M_052023_01,SEFEPE_21052003M_052023,espana,"Avenida Independencia 8555, Madrid, Aragon",Avenida Independencia 8555,Madrid,Aragon
ADR_IRPEJI_09022025F_032021_01,IRPEJI_09022025F_032021,espana,"Ronda Independencia 5794, Madrid, Cataluna",Ronda Independencia 5794,Madrid,Cataluna
ADR_ALLORO_21111972M_112021_01,ALLORO_21111972M_112021,espana,"Paseo Sur 6102, Barcelona, Cataluna",Paseo Sur 6102,Barcelona,Cataluna
ADR_PADIJI_06061972F_012020_01,PADIJI_06061972F_012020,espana,"Paseo Reforma 38, Sevilla, Valencia",Paseo Reforma 38,Sevilla,Valencia
ADR_ALGAMA_22101982M_052021_01,ALGAMA_22101982M_052021,espana,"Avenida Reforma 6311, Madrid, Aragon",Avenida Reforma 6311,Madrid,Aragon
ADR_LUPELO_11081940F_052023_01,LUPELO_11081940F_052023,espana,"Paseo Salud 1815, Sevilla, Aragon",Paseo Salud 1815,Sevilla,Aragon
ADR_IRRUGO_27032008F_032023_01,IRRUGO_27032008F_032023,espana,"Ronda Sur 6485, Sevilla, Andalucia",Ronda Sur 6485,Sevilla,Andalucia
ADR_PAGAHE_25081986M_112021_01,PAGAHE_25081986M_112021,espana,"Calle Sur 6604, Barcelona, Valencia",Calle Sur 6604,Barcelona,Valencia
ADR_MIFERO_24011986M_082023_01,MIFERO_24011986M_082023,espana,"Paseo Salud 9790, Zaragoza, Andalucia",Paseo Salud 9790,Zaragoza,Andalucia
ADR_PAJILO_14062002M_092023_01,PAJILO_14062002M_092023,espana,"Avenida Norte 4361, Valencia, Valencia",Avenida Norte 4361,Valencia,Valencia
ADR_ALDILO_08021980M_062023_01,ALDILO_08021980M_062023,espana,"Avenida Sur 2187, Barcelona, Andalucia",Avenida Sur 2187,Barcelona,Andalucia
ADR_DAMADI_11102018M_072021_01,DAMADI_11102018M_072021,espana,"Ronda Independencia 3783, Zaragoza, Cataluna",Ronda Independencia 3783,Zaragoza,Cataluna
ADR_MAMAJI_31081954F_062023_01,MAMAJI_31081954F_062023,espana,"Avenida Reforma 5022, Madrid, Valencia",Avenida Reforma 5022,Madrid,Valencia
ADR_ISFEJI_03041935F_012023_01,ISFEJI_03041935F_012023,espana,"Calle Independencia 2697, Madrid, Valencia",Calle Independencia 2697,Madrid,Valencia
ADR_ALROMA_19061995M_112020_01,ALROMA_19061995M_112020,espana,"Ronda Central 7484, Valencia, Aragon",Ronda Central 7484,Valencia,Aragon
ADR_ALDIDI_26081972M_122023_01,ALDIDI_26081972M_122023,espana,"Calle Central 1939, Zaragoza, Cataluna",Calle Central 1939,Zaragoza,Cataluna
ADR_ELHELO_28051938F_012023_01,ELHELO_28051938F_012023,espana,"Avenida Salud 3429, Madrid, Andalucia",Avenida Salud 3429,Madrid,Andalucia
ADR_PAJIRU_09111948F_042021_01,PAJIRU_09111948F_042021,espana,"Calle Sur 7690, Barcelona, Cataluna",Calle Sur 7690,Barcelona,Cataluna
ADR_IRRUSA_04071961F_102022_01,IRRUSA_04071961F_102022,espana,"Paseo Sur 8133, Sevilla, Madrid",Paseo Sur 8133,Sevilla,Madrid
ADR_LUHEHE_18092000F_082020_01,LUHEHE_18092000F_082020,espana,"Avenida Sur 4307, Zaragoza, Madrid",Avenida Sur 4307,Zaragoza,Madrid
ADR_CAJIRO_21091970F_102020_01,CAJIRO_21091970F_102020,espana,"Ronda Reforma 5616, Sevilla, Valencia",Ronda Reforma 5616,Sevilla,Valencia
ADR_ALSAMA_27041956M_042022_01,ALSAMA_27041956M_042022,espana,"Paseo Salud 5061, Barcelona, Valencia",Paseo Salud 5061,Barcelona,Valencia
ADR_RAJILO_01121969M_052020_01,RAJILO_01121969M_052020,espana,"Ronda Central 9720, Sevilla, Andalucia",Ronda Central 9720,Sevilla,Andalucia
ADR_JAHESA_29051993M_082021_01,JAHESA_29051993M_082021,espana,"Paseo Sur 2061, Zaragoza, Aragon",Paseo Sur 2061,Zaragoza,Aragon
ADR_SASAPE_30101968F_112022_01,SASAPE_30101968F_112022,espana,"Calle Norte 4248, Valencia, Andalucia",Calle Norte 4248,Valencia,Andalucia
ADR_ISMASA_07071969F_082023_01,ISMASA_07071969F_082023,espana,"Avenida Norte 682, Sevilla, Cataluna",Avenida Norte 682,Sevilla,Cataluna
ADR_IRHEJI_20092000F_022023_01,IRHEJI_20092000F_022023,espana,"Ronda Sur 9765, Barcelona, Cataluna",Ronda Sur 9765,Barcelona,Cataluna
ADR_LUMADI_06082003F_012021_01,LUMADI_06082003F_012021,espana,"Ronda Salud 5621, Sevilla, Madrid",Ronda Salud 5621,Sevilla,Madrid
ADR_LAGOMA_07061981F_032022_01,LAGOMA_07061981F_032022,espana,"Paseo Central 3601, Valencia, Madrid",Paseo Central 3601,Valencia,Madrid
ADR_LAPESA_28081935F_012020_01,LAPESA_28081935F_012020,espana,"Avenida Salud 2171, Barcelona, Andalucia",Avenida Salud 2171,Barcelona,Andalucia
ADR_MIMAPE_11121971M_082023_01,MIMAPE_11121971M_082023,espana,"Ronda Central 6943, Valencia, Andalucia",Ronda Central 6943,Valencia,Andalucia
ADR_MAFEGA_23061936F_052023_01,MAFEGA_23061936F_052023,espana,"Ronda Independencia 114, Sevilla, Aragon",Ronda Independencia 114,Sevilla,Aragon
ADR_LUGOPE_14111952F_072023_01,LUGOPE_14111952F_072023,espana,"Avenida Norte 2219, Barcelona, Andalucia",Avenida Norte 2219,Barcelona,Andalucia
ADR_ISJIMA_23071977F_112020_01,ISJIMA_23071977F_112020,espana,"Ronda Sur 3591, Valencia, Valencia",Ronda Sur 3591,Valencia,Valencia
ADR_DAFELO_16022006M_122022_01,DAFELO_16022006M_122022,espana,"Avenida Independencia 7615, Madrid, Madrid",Avenida Independencia 7615,Madrid,Madrid
ADR_SELOGO_06081990M_022023_01,SELOGO_06081990M_022023,espana,"Avenida Reforma 3819, Madrid, Madrid",Avenida Reforma 3819,Madrid,Madrid
ADR_RAJIMA_17061959M_092020_01,RAJIMA_17061959M_092020,espana,"Paseo Salud 2003, Barcelona, Valencia",Paseo Salud 2003,Barcelona,Valencia
ADR_PAMAGO_21021977M_092021_01,PAMAGO_21021977M_092021,espana,"Calle Salud 9798, Valencia, Cataluna",Calle Salud 9798,Valencia,Cataluna
ADR_RASADI_18011985M_092023_01,RASADI_18011985M_092023,espana,"Calle Sur 2166, Madrid, Cataluna",Calle Sur 2166,Madrid,Cataluna
ADR_CLHEHE_29051966F_032021_01,CLHEHE_29051966F_032021,espana,"Paseo Reforma 6569, Barcelona, Cataluna",Paseo Reforma 6569,Barcelona,Cataluna
ADR_MAGOHE_05042018M_122023_01,MAGOHE_05042018M_122023,espana,"Ronda Norte 7701, Valencia, Madrid",Ronda Norte 7701,Valencia,Madrid
ADR_ISPEJI_27062004F_052020_01,ISPEJI_27062004F_052020,espana,"Calle Independencia 2660, Madrid, Valencia",Calle Independencia 2660,Madrid,Valencia
ADR_CLGALO_05021989F_062021_01,CLGALO_05021989F_062021,espana,"Calle Independencia 5926, Sevilla, Aragon",Calle Independencia 5926,Sevilla,Aragon
ADR_MASALO_23022000M_062023_01,MASALO_23022000M_062023,espana,"Ronda Central 2907, Madrid, Valencia",Ronda Central 2907,Madrid,Valencia
ADR_MAMAFE_10051988F_042022_01,MAMAFE_10051988F_042022,espana,"Ronda Independencia 7508, Sevilla, Andalucia",Ronda Independencia 7508,Sevilla,Andalucia
ADR_DASAGO_18082024M_042020_01,DASAGO_18082024M_042020,espana,"Avenida Norte 8454, Madrid, Andalucia",Avenida Norte 8454,Madrid,Andalucia
ADR_NUROHE_28121990F_042020_01,NUROHE_28121990F_042020,espana,"Avenida Sur 8522, Barcelona, Madrid",Avenida Sur 8522,Barcelona,Madrid
ADR_MADIRO_03031974M_092020_01,MADIRO_03031974M_092020,espana,"Avenida Salud 8398, Madrid, Valencia",Avenida Salud 8398,Madrid,Valencia
ADR_CALOSA_23021959F_112023_01,CALOSA_23021959F_112023,espana,"Calle Salud 2570, Barcelona, Cataluna",Calle Salud 2570,Barcelona,Cataluna
ADR_MAJISA_27052001F_032023_01,MAJISA_27052001F_032023,espana,"Calle Independencia 8987, Madrid, Andalucia",Calle Independencia 8987,Madrid,Andalucia
ADR_ALMALO_07061960M_012023_01,ALMALO_07061960M_012023,espana,"Calle Central 1230, Zaragoza, Cataluna",Calle Central 1230,Zaragoza,Cataluna
ADR_JAPEHE_21032009M_092022_01,JAPEHE_21032009M_092022,espana,"Avenida Independencia 2752, Zaragoza, Valencia",Avenida Independencia 2752,Zaragoza,Valencia
ADR_PAPEMA_28011963M_112022_01,PAPEMA_28011963M_112022,espana,"Ronda Sur 922, Sevilla, Andalucia",Ronda Sur 922,Sevilla,Andalucia
ADR_PASAXX_26021981M_032022_01,PASAXX_26021981M_032022,espana,"Calle Sur 8300, Madrid, Valencia",Calle Sur 8300,Madrid,Valencia
ADR_CAGAMA_25122020M_012023_01,CAGAMA_25122020M_012023,espana,"Calle Independencia 9928, Valencia, Valencia",Calle Independencia 9928,Valencia,Valencia
ADR_PAGOLO_11082003F_122021_01,PAGOLO_11082003F_122021,espana,"Ronda Central 3107, Valencia, Andalucia",Ronda Central 3107,Valencia,Andalucia
ADR_MAMAFE_25092005F_012022_01,MAMAFE_25092005F_012022,espana,"Avenida Independencia 3076, Valencia, Madrid",Avenida Independencia 3076,Valencia,Madrid
ADR_ALJIHE_30051983M_052021_01,ALJIHE_30051983M_052021,espana,"Ronda Sur 7282, Valencia, Valencia",Ronda Sur 7282,Valencia,Valencia
ADR_ANGOSA_19051937M_122022_01,ANGOSA_19051937M_122022,espana,"Calle Reforma 6692, Sevilla, Cataluna",Calle Reforma 6692,Sevilla,Cataluna
ADR_SAMARO_30111999F_102023_01,SAMARO_30111999F_102023,espana,"Calle Independencia 334, Sevilla, Cataluna",Calle Independencia 334,Sevilla,Cataluna
ADR_LUROMA_04011999F_052022_01,LUROMA_04011999F_052022,espana,"Calle Independencia 3899, Valencia, Madrid",Calle Independencia 3899,Valencia,Madrid
ADR_PASAFE_09011968F_082022_01,PASAFE_09011968F_082022,espana,"Paseo Independencia 7331, Sevilla, Cataluna",Paseo Independencia 7331,Sevilla,Cataluna
ADR_ELROFE_11051968F_052023_01,ELROFE_11051968F_052023,espana,"Ronda Salud 7759, Barcelona, Andalucia",Ronda Salud 7759,Barcelona,Andalucia
ADR_DALOGA_26011988M_092023_01,DALOGA_26011988M_092023,espana,"Paseo Norte 7515, Zaragoza, Andalucia",Paseo Norte 7515,Zaragoza,Andalucia
ADR_ELDIMA_07122011F_082020_01,ELDIMA_07122011F_082020,espana,"Avenida Central 2793, Barcelona, Aragon",Avenida Central 2793,Barcelona,Aragon
ADR_ELPEGA_10051974F_062022_01,ELPEGA_10051974F_062022,espana,"Ronda Salud 8268, Sevilla, Andalucia",Ronda Salud 8268,Sevilla,Andalucia
ADR_PAMADI_30081989M_042020_01,PAMADI_30081989M_042020,espana,"Avenida Salud 8782, Zaragoza, Cataluna",Avenida Salud 8782,Zaragoza,Cataluna
ADR_PAPEGA_13121959M_062022_01,PAPEGA_13121959M_062022,espana,"Paseo Sur 7876, Sevilla, Madrid",Paseo Sur 7876,Sevilla,Madrid
ADR_PAHESA_05031968M_012023_01,PAHESA_05031968M_012023,espana,"Paseo Independencia 3451, Madrid, Valencia",Paseo Independencia 3451,Madrid,Valencia
ADR_JAROFE_12011986M_072021_01,JAROFE_12011986M_072021,espana,"Avenida Salud 6901, Barcelona, Andalucia",Avenida Salud 6901,Barcelona,Andalucia
ADR_MIROJI_28011944M_092020_01,MIROJI_28011944M_092020,espana,"Ronda Central 1143, Sevilla, Valencia",Ronda Central 1143,Sevilla,Valencia
ADR_LAPEGA_05051977F_032021_01,LAPEGA_05051977F_032021,espana,"Paseo Reforma 8696, Zaragoza, Cataluna",Paseo Reforma 8696,Zaragoza,Cataluna
ADR_CAFEHE_23091968F_052021_01,CAFEHE_23091968F_052021,espana,"Ronda Salud 829, Zaragoza, Madrid",Ronda Salud 829,Zaragoza,Madrid
ADR_LUGOFE_17052005F_072020_01,LUGOFE_17052005F_072020,espana,"Ronda Norte 2844, Sevilla, Cataluna",Ronda Norte 2844,Sevilla,Cataluna
ADR_SAGOSA_29111976F_102022_01,SAGOSA_29111976F_102022,espana,"Paseo Reforma 9912, Madrid, Aragon",Paseo Reforma 9912,Madrid,Aragon
ADR_RXSARU_22041986M_072022_01,RXSARU_22041986M_072022,espana,"Paseo Central 7310, Madrid, Aragon",Paseo Central 7310,Madrid,Aragon
ADR_RAMAHE_29011989M_092022_01,RAMAHE_29011989M_092022,espana,"Avenida Central 1671, Sevilla, Valencia",Avenida Central 1671,Sevilla,Valencia
ADR_CAMADI_20082011F_042020_01,CAMADI_20082011F_042020,espana,"Calle Independencia 2735, Madrid, Cataluna",Calle Independencia 2735,Madrid,Cataluna
ADR_MAHEPE_13041982M_042020_01,MAHEPE_13041982M_042020,espana,"Ronda Reforma 4606, Madrid, Valencia",Ronda Reforma 4606,Madrid,Valencia
ADR_CAHESA_28121994M_102020_01,CAHESA_28121994M_102020,espana,"Calle Sur 9724, Madrid, Andalucia",Calle Sur 9724,Madrid,Andalucia
ADR_ALMASA_15122015M_052022_01,ALMASA_15122015M_052022,espana,"Paseo Norte 2479, Barcelona, Aragon",Paseo Norte 2479,Barcelona,Aragon
ADR_LAHEDI_12021938F_042023_01,LAHEDI_12021938F_042023,espana,"Calle Salud 3474, Sevilla, Andalucia",Calle Salud 3474,Sevilla,Andalucia
ADR_LXLOSA_01061980F_052022_01,LXLOSA_01061980F_052022,espana,"Avenida Norte 6378, Barcelona, Valencia",Avenida Norte 6378,Barcelona,Valencia
ADR_CARUMA_08011959M_052022_01,CARUMA_08011959M_052022,espana,"Avenida Reforma 9047, Valencia, Madrid",Avenida Reforma 9047,Valencia,Madrid
ADR_ANGOJI_14071994M_032021_01,ANGOJI_14071994M_032021,espana,"Calle Reforma 7842, Barcelona, Valencia",Calle Reforma 7842,Barcelona,Valencia
ADR_CAHEGO_07071998F_122022_01,CAHEGO_07071998F_122022,espana,"Ronda Reforma 6115, Sevilla, Valencia",Ronda Reforma 6115,Sevilla,Valencia
ADR_MIFEXX_27032004M_042021_01,MIFEXX_27032004M_042021,espana,"Avenida Central 8670, Valencia, Aragon",Avenida Central 8670,Valencia,Aragon
ADR_CADILO_18101975M_042023_01,CADILO_18101975M_042023,espana,"Avenida Reforma 7054, Valencia, Cataluna",Avenida Reforma 7054,Valencia,Cataluna
ADR_MAGOJI_21121961M_042022_01,MAGOJI_21121961M_042022,espana,"Calle Central 997, Madrid, Valencia",Calle Central 997,Madrid,Valencia
ADR_CAGALO_28091997F_052023_01,CAGALO_28091997F_052023,espana,"Calle Central 6189, Zaragoza, Andalucia",Calle Central 6189,Zaragoza,Andalucia
ADR_CARUGO_04122002F_102021_01,CARUGO_04122002F_102021,espana,"Avenida Norte 8632, Barcelona, Andalucia",Avenida Norte 8632,Barcelona,Andalucia
ADR_MAMAPE_31051986F_052022_01,MAMAPE_31051986F_052022,espana,"Ronda Independencia 4453, Sevilla, Aragon",Ronda Independencia 4453,Sevilla,Aragon
ADR_ALRUSA_23041990M_072023_01,ALRUSA_23041990M_072023,espana,"Ronda Norte 4001, Madrid, Cataluna",Ronda Norte 4001,Madrid,Cataluna
ADR_PAMAJI_24081981M_092021_01,PAMAJI_24081981M_092021,espana,"Ronda Norte 4246, Madrid, Aragon",Ronda Norte 4246,Madrid,Aragon
ADR_ELMASA_11031983F_122021_01,ELMASA_11031983F_122021,espana,"Paseo Norte 6868, Sevilla, Valencia",Paseo Norte 6868,Sevilla,Valencia
ADR_ALHELO_03041994M_022020_01,ALHELO_03041994M_022020,espana,"Ronda Independencia 8669, Madrid, Andalucia",Ronda Independencia 8669,Madrid,Andalucia
ADR_ALLODI_18111976M_042022_01,ALLODI_18111976M_042022,espana,"Calle Independencia 297, Valencia, Valencia",Calle Independencia 297,Valencia,Valencia
ADR_MIDIRO_27071964M_092020_01,MIDIRO_27071964M_092020,espana,"Avenida Independencia 1286, Sevilla, Madrid",Avenida Independencia 1286,Sevilla,Madrid
ADR_SAPEFE_20112015F_072021_01,SAPEFE_20112015F_072021,espana,"Paseo Central 1500, Valencia, Aragon",Paseo Central 1500,Valencia,Aragon
ADR_IRDILO_25091987F_012023_01,IRDILO_25091987F_012023,espana,"Ronda Salud 4335, Barcelona, Andalucia",Ronda Salud 4335,Barcelona,Andalucia
ADR_MARURO_03101981F_072022_01,MARURO_03101981F_072022,espana,"Calle Salud 8062, Barcelona, Cataluna",Calle Salud 8062,Barcelona,Cataluna
ADR_MAPEDI_10022012M_102023_01,MAPEDI_10022012M_102023,espana,"Paseo Reforma 2289, Sevilla, Cataluna",Paseo Reforma 2289,Sevilla,Cataluna
ADR_DAFEMA_05101974M_042023_01,DAFEMA_05101974M_042023,espana,"Paseo Independencia 4723, Zaragoza, Aragon",Paseo Independencia 4723,Zaragoza,Aragon
ADR_JAHEFE_07081985M_112022_01,JAHEFE_07081985M_112022,espana,"Paseo Independencia 8827, Zaragoza, Cataluna",Paseo Independencia 8827,Zaragoza,Cataluna
ADR_PASAGO_10111994F_092021_01,PASAGO_10111994F_092021,espana,"Paseo Independencia 42, Sevilla, Aragon",Paseo Independencia 42,Sevilla,Aragon
ADR_CAHEDI_25021985M_022021_01,CAHEDI_25021985M_022021,espana,"Ronda Reforma 6899, Zaragoza, Aragon",Ronda Reforma 6899,Zaragoza,Aragon
ADR_MARULO_18072001F_012023_01,MARULO_18072001F_012023,espana,"Avenida Norte 6563, Sevilla, Cataluna",Avenida Norte 6563,Sevilla,Cataluna
ADR_RAROMA_23011978M_022022_01,RAROMA_23011978M_022022,espana,"Paseo Central 6230, Barcelona, Madrid",Paseo Central 6230,Barcelona,Madrid
ADR_ALMAMA_14091986M_112022_01,ALMAMA_14091986M_112022,espana,"Ronda Central 4551, Madrid, Valencia",Ronda Central 4551,Madrid,Valencia
ADR_IRJIFE_03051987F_011900_01,IRJIFE_03051987F_011900,espana,"Avenida Central 2718, Zaragoza, Cataluna",Avenida Central 2718,Zaragoza,Cataluna
ADR_CAGOGO_15121958M_012023_01,CAGOGO_15121958M_012023,espana,"Calle Sur 6164, Barcelona, Andalucia",Calle Sur 6164,Barcelona,Andalucia
ADR_MARODI_02031985F_052023_01,MARODI_02031985F_052023,espana,"Calle Reforma 1157, Sevilla, Valencia",Calle Reforma 1157,Sevilla,Valencia
ADR_MAGORO_03042023F_082023_01,MAGORO_03042023F_082023,espana,"Avenida Norte 5031, Madrid, Aragon",Avenida Norte 5031,Madrid,Aragon
ADR_JAGALO_17102005M_012022_01,JAGALO_17102005M_012022,espana,"Ronda Central 6922, Madrid, Andalucia",Ronda Central 6922,Madrid,Andalucia
ADR_CAGASA_19091982F_022021_01,CAGASA_19091982F_022021,espana,"Paseo Independencia 4174, Valencia, Andalucia",Paseo Independencia 4174,Valencia,Andalucia
ADR_MAHEJI_24061999F_072022_01,MAHEJI_24061999F_072022,espana,"Ronda Independencia 1957, Madrid, Cataluna",Ronda Independencia 1957,Madrid,Cataluna
ADR_SALOHE_04122003F_082023_01,SALOHE_04122003F_082023,espana,"Ronda Norte 2487, Valencia, Cataluna",Ronda Norte 2487,Valencia,Cataluna
ADR_CARUGO_19081960M_052023_01,CARUGO_19081960M_052023,espana,"Ronda Reforma 1137, Valencia, Valencia",Ronda Reforma 1137,Valencia,Valencia
ADR_LUPEFE_24071993F_102023_01,LUPEFE_24071993F_102023,espana,"Ronda Independencia 614, Valencia, Madrid",Ronda Independencia 614,Valencia,Madrid
ADR_LUPEFE_24071993F_102023_02,LUPEFE_24071993F_102023,espana,"Ronda Salud 5270, Zaragoza, Andalucia",Ronda Salud 5270,Zaragoza,Andalucia
ADR_ISHEJI_13022006F_092023_01,ISHEJI_13022006F_092023,espana,"Avenida Salud 9276, Madrid, Madrid",Avenida Salud 9276,Madrid,Madrid
ADR_LUFEMA_13071977F_062021_01,LUFEMA_13071977F_062021,espana,"Paseo Central 6328, Zaragoza, Valencia",Paseo Central 6328,Zaragoza,Valencia
ADR_MAFEMA_27051983M_042023_01,MAFEMA_27051983M_042023,espana,"Avenida Independencia 9368, Sevilla, Aragon",Avenida Independencia 9368,Sevilla,Aragon
ADR_SAJIPE_23111985F_052023_01,SAJIPE_23111985F_052023,espana,"Paseo Salud 537, Zaragoza, Cataluna",Paseo Salud 537,Zaragoza,Cataluna
ADR_NUHEPE_21121959F_012022_01,NUHEPE_21121959F_012022,espana,"Avenida Independencia 8972, Zaragoza, Cataluna",Avenida Independencia 8972,Zaragoza,Cataluna
ADR_DADIPE_05091989M_052022_01,DADIPE_05091989M_052022,espana,"Avenida Norte 4233, Zaragoza, Andalucia",Avenida Norte 4233,Zaragoza,Andalucia
ADR_PAHEPE_06061974F_082023_01,PAHEPE_06061974F_082023,espana,"Ronda Reforma 6358, Madrid, Aragon",Ronda Reforma 6358,Madrid,Aragon
ADR_CLROMA_10032013F_032023_01,CLROMA_10032013F_032023,espana,"Ronda Central 6119, Madrid, Aragon",Ronda Central 6119,Madrid,Aragon
ADR_PAMAJI_19021992M_011900_01,PAMAJI_19021992M_011900,espana,"Ronda Sur 8158, Valencia, Madrid",Ronda Sur 8158,Valencia,Madrid
ADR_IRRUXX_10011943F_092020_01,IRRUXX_10011943F_092020,espana,"Calle Norte 9342, Valencia, Cataluna",Calle Norte 9342,Valencia,Cataluna
ADR_PARUGA_02051966F_112022_01,PARUGA_02051966F_112022,espana,"Paseo Central 7603, Zaragoza, Madrid",Paseo Central 7603,Zaragoza,Madrid
ADR_MADIMA_02021951M_062023_01,MADIMA_02021951M_062023,espana,"Ronda Sur 1765, Valencia, Madrid",Ronda Sur 1765,Valencia,Madrid
ADR_MARUFE_11111967M_032021_01,MARUFE_11111967M_032021,espana,"Calle Central 6705, Barcelona, Valencia",Calle Central 6705,Barcelona,Valencia
ADR_CLGOXX_01081984F_092020_01,CLGOXX_01081984F_092020,espana,"Calle Central 6952, Madrid, Aragon",Calle Central 6952,Madrid,Aragon
ADR_CLDIJI_03081946F_112022_01,CLDIJI_03081946F_112022,espana,"Paseo Salud 8802, Sevilla, Valencia",Paseo Salud 8802,Sevilla,Valencia
ADR_ELDIFE_26111968F_082023_01,ELDIFE_26111968F_082023,espana,"Ronda Reforma 9553, Barcelona, Valencia",Ronda Reforma 9553,Barcelona,Valencia
ADR_ELGAGA_28041967F_122023_01,ELGAGA_28041967F_122023,espana,"Avenida Sur 9083, Barcelona, Valencia",Avenida Sur 9083,Barcelona,Valencia
ADR_DAPEDI_08091993M_012021_01,DAPEDI_08091993M_012021,espana,"Calle Salud 7089, Zaragoza, Aragon",Calle Salud 7089,Zaragoza,Aragon
ADR_ALGORU_09121998M_112020_01,ALGORU_09121998M_112020,espana,"Paseo Independencia 5315, Sevilla, Valencia",Paseo Independencia 5315,Sevilla,Valencia
ADR_DALOMA_01041976M_022020_01,DALOMA_01041976M_022020,espana,"Calle Independencia 4478, Madrid, Aragon",Calle Independencia 4478,Madrid,Aragon
ADR_DAGAPE_23061966M_022022_01,DAGAPE_23061966M_022022,espana,"Avenida Independencia 255, Madrid, Madrid",Avenida Independencia 255,Madrid,Madrid
ADR_ELMASA_03011995F_022023_01,ELMASA_03011995F_022023,espana,"Ronda Central 3257, Valencia, Cataluna",Ronda Central 3257,Valencia,Cataluna
ADR_DAPEMA_02041949M_072023_01,DAPEMA_02041949M_072023,espana,"Avenida Norte 2221, Barcelona, Cataluna",Avenida Norte 2221,Barcelona,Cataluna
ADR_SAROMA_02081970F_032020_01,SAROMA_02081970F_032020,espana,"Ronda Salud 8515, Sevilla, Aragon",Ronda Salud 8515,Sevilla,Aragon
ADR_ELRORU_12031979F_032021_01,ELRORU_12031979F_032021,espana,"Paseo Salud 9950, Valencia, Valencia",Paseo Salud 9950,Valencia,Valencia
ADR_CLSAGO_12111998F_102023_01,CLSAGO_12111998F_102023,espana,"Paseo Sur 9634, Sevilla, Valencia",Paseo Sur 9634,Sevilla,Valencia
ADR_CASAFE_22011996M_122022_01,CASAFE_22011996M_122022,espana,"Avenida Salud 8935, Madrid, Aragon",Avenida Salud 8935,Madrid,Aragon
ADR_ANRODI_16021964M_032023_01,ANRODI_16021964M_032023,espana,"Avenida Central 2870, Barcelona, Andalucia",Avenida Central 2870,Barcelona,Andalucia
ADR_SEHEJI_15022014M_052023_01,SEHEJI_15022014M_052023,espana,"Ronda Salud 6969, Madrid, Valencia",Ronda Salud 6969,Madrid,Valencia
ADR_MAJIRO_29112023F_012021_01,MAJIRO_29112023F_012021,espana,"Ronda Norte 7309, Sevilla, Valencia",Ronda Norte 7309,Sevilla,Valencia
ADR_ISLOPE_13082015F_082021_01,ISLOPE_13082015F_082021,espana,"Avenida Reforma 890, Sevilla, Cataluna",Avenida Reforma 890,Sevilla,Cataluna
ADR_CLDISA_11071947F_012022_01,CLDISA_11071947F_012022,espana,"Paseo Salud 9575, Zaragoza, Cataluna",Paseo Salud 9575,Zaragoza,Cataluna
ADR_MAROMA_04031974M_072022_01,MAROMA_04031974M_072022,espana,"Avenida Reforma 2250, Barcelona, Madrid",Avenida Reforma 2250,Barcelona,Madrid
ADR_DAFEXX_23031952M_092023_01,DAFEXX_23031952M_092023,espana,"Avenida Central 1356, Barcelona, Andalucia",Avenida Central 1356,Barcelona,Andalucia
ADR_SARUMA_28061974F_062020_01,SARUMA_28061974F_062020,espana,"Avenida Central 7564, Sevilla, Cataluna",Avenida Central 7564,Sevilla,Cataluna
ADR_ISFERO_06011996F_102023_01,ISFERO_06011996F_102023,espana,"Calle Central 9409, Zaragoza, Cataluna",Calle Central 9409,Zaragoza,Cataluna
ADR_MIPEFE_14122002M_092023_01,MIPEFE_14122002M_092023,espana,"Ronda Sur 1740, Madrid, Valencia",Ronda Sur 1740,Madrid,Valencia
ADR_ISLOMA_09071943F_092020_01,ISLOMA_09071943F_092020,espana,"Paseo Independencia 2907, Sevilla, Aragon",Paseo Independencia 2907,Sevilla,Aragon
